,MH
87265,-0.31099001
88354,-0.0091771996
89013,-0.25908101
379,-0.29232401
648,-0.47718
1064,0.46475899
1711,0.102177
1929,0.00491329
2132,-0.39335799
2366,-0.13814101
2543,-0.71727097
2988,-0.38274199
3032,-0.53400201
3043,-0.18000001
3209,-0.155683
3420,-0.39774001
3896,-0.32928199
4564,-0.42405099
5422,-0.064704299
5854,-1.0764198999999999
9761,-0.66805398
10598,0.240521
10629,-0.41697201
11193,-0.54676503
11382,-0.40401
11506,-0.30871701
11510,0.0293425
11528,0.29940799
11749,-0.26966301
12675,0.39115
12846,-0.18131401
13247,-0.10803399999999999
13338,-0.227277
13449,-0.46361899
13601,-0.45691699
13602,-0.072681203
13844,0.09680940199999999
13941,-0.36326399
14444,0.050000000999999995
15215,-0.202457
15219,-0.082158998
15422,-0.050000000999999995
15445,-0.0985815
16567,0.0514438
16660,-0.42088601
16796,0.040654399
17126,0.49577799
17367,-0.406939
17456,-0.32789701
17462,-0.283048
17694,-0.101612
17696,-0.34726301
17889,-0.26756399999999997
17890,-1.04339
17893,-0.187756
18015,0.021159200000000003
18209,-0.33488601
18343,-0.23434899999999997
18613,-0.093633398
18925,0.155013
19139,-0.57999998
20775,0.142814
21252,-0.26897299
21462,-1.2185301000000002
21467,-0.16509999
22297,-0.30000001
22572,-0.27000001
22667,-0.32396501
22853,0.082961902
24325,-0.40920401
34231,-0.28676
38081,-0.21218499999999998
38282,-0.53570497
38695,0.49032101
60850,-1.04793
61684,0.178528
65259,-0.58999997
66807,-0.178473
67050,-0.12726501
67271,-0.109679
67513,-0.043258902
67714,-0.115258
68384,-0.27553901
68590,-0.258288
69035,-0.086725198
80300,-0.51383197
80302,-0.67416602
84509,-0.72000003
85879,-0.24045500000000003
22618,-0.14
30824,0.15000001
41250,-1.14
43560,-0.07
51133,-0.75999999
63419,-0.57476902
64247,-0.25999999
67850,-0.33000001
69597,-0.27000001
72880,-0.43000001
74360,-0.93000001
83435,-1.38
43684,-0.0110469
45641,-0.487863
47103,0.18094601
54416,-0.24022600000000002
58857,-0.13993099
61502,-0.27206799
63911,0.206839
66549,-0.029710701000000003
66977,-0.44760299
68770,0.172453
70860,0.32034099
70880,0.17565699999999998
71610,-0.41473901
74241,-0.6304810000000001
74492,0.028022900000000003
75617,-0.70999998
76672,-0.41999999
78510,-0.178303
79252,-0.60000002
81185,0.110702
83112,-0.27000001
83175,-1.0512201
83438,0.432374
84729,-0.25371599
88483,-0.24375500000000003
88711,-0.131128
89612,-0.53627402
3751,-0.387389
5145,-0.44999999
8240,-0.154843
10359,-0.36366501
10523,0.09000000400000001
12237,-0.75596899
13792,-0.31312099
14436,-0.062532902
17099,0.080981798
17102,0.39589399
20252,-0.34784999
20257,-0.09585169699999999
24445,-0.23999999
26728,-0.28397799
26991,-0.64199102
27971,-0.22040799
28003,-0.33000001
30935,0.194947
31738,-0.44312599
37706,-0.21969699999999998
38328,-0.013210499999999998
39657,0.392993
40523,-0.169811
41050,-0.17465999999999998
41653,-1.13021
41929,-0.27984699999999996
43472,-0.144124
44789,-0.044754500999999995
45033,-0.75347298
46265,-0.077414297
47158,-0.203558
47495,-0.45416000000000006
47556,-0.444902
49994,0.135774
51084,-0.023898499
51115,-0.52813202
52011,-0.122456
53316,-0.22515
54039,-0.0259069
54436,0.15108401
55238,-0.033556599
56715,0.179427
57717,-0.21568599
57922,-0.34024501
60113,-0.11723900000000001
60978,-0.0026360101000000003
61236,0.22335
62278,-0.37907001
66082,-1.14624
66278,-0.194823
66418,-0.15049
67919,0.251537
67923,0.18109301
68143,-0.21548399
68391,0.15156201
68680,-0.184836
68944,-0.0074256002
73107,-0.12599801
74403,0.11869600000000001
75293,-0.08172310099999999
75359,0.17798699
75956,-0.34542
79421,0.21297199999999997
80292,-0.351684
84521,0.22848400000000002
84815,0.101793
85827,-0.40245801
86912,-0.42341000000000006
87197,0.0798942
88519,-0.031926698999999996
88542,-0.040007401
89800,0.061835500999999994
90855,-0.12712
91494,-0.0962933
424,-0.189877
501,-0.46654399999999996
1348,-0.14063101
1370,-0.11092300000000001
1560,-0.39210501
3132,0.22450100000000003
4037,-0.163417
4462,-0.0146565
5394,-0.67305601
5452,-1.2796299
5583,0.15996400000000002
5958,-0.056306802
8698,-0.495518
9167,0.11940999999999999
9536,-0.368085
12862,0.22419899999999998
16054,-0.27819601
16222,-0.48872799
20360,0.0549246
21024,-0.57162303
22377,-0.32020599
23093,0.29604301
23753,-0.089741103
23844,0.0466801
25401,0.26397401
25603,0.016741199
26862,-0.25216299
27505,-0.27098599
28679,0.39138499
29643,-0.96955198
29927,-0.70790201
30985,0.16450299
31550,-0.218437
32997,0.17143699999999998
33606,-0.32262599
34014,-0.48734099
34260,0.16989601
37977,-0.62746102
39703,-0.44483799
41377,-0.42705899
41698,0.144109
42080,-0.13101600000000002
43377,-0.228487
47966,-0.043762500999999995
48842,0.17810299999999998
50875,-0.28444499
50921,-0.068650298
54496,-0.59849501
54538,-0.17921700000000002
59099,0.0622871
59790,0.32869299999999996
60887,-0.230454
62347,-0.40046999
65103,0.12955099
66933,-0.653274
67577,-0.16725399999999999
67804,-0.55744398
68036,0.149306
71812,-0.26956999
73345,-0.30169201
74439,0.064527899
76023,0.18436
76759,-0.11903399999999999
77155,-0.00923876
78957,-0.38114601
79468,-0.38048199
79642,0.087036401
82520,0.12538999
82946,0.28307301
83833,0.201654
84089,-0.110825
84524,0.29294401
85180,-0.41774401
85862,-0.113803
86044,-0.38225299
86918,0.38874501
87053,0.32885501
88647,-0.40831101
3431,-0.21877199
6422,-0.79964298
10258,-0.16991501
11213,0.29681
11315,0.069855303
12405,0.042676002000000005
14695,-0.347671
15457,0.36783299
18578,-0.088593401
21658,0.0009058599800000001
22994,0.046130899
24203,-2.00318
25789,0.30637401
26311,-0.40949699
27267,-0.54175001
31511,-0.35148999
32678,-0.30196899
37524,-0.24914699999999998
40514,0.019645199
40746,0.0084762396
41612,-0.37361899
45323,-0.23176301
45631,-0.33636701
48243,-0.122174
48928,-0.81772298
49965,-0.66852301
50843,-1.58
58057,-0.151335
60820,-0.100453
61676,-0.166483
69838,-0.07
62431,-0.31999999
75114,-0.16655099
75333,-1.28423
90788,-0.46000001
91276,-0.032357499
4614,0.0205201
5026,-0.46222799999999997
6908,0.0
20170,0.342567
20650,0.231287
22748,0.13
23669,-0.04348029900000001
27566,0.0091982903
32055,0.35842401
40024,-0.189538
44336,-0.028584599
46540,-0.21216901
55181,0.318957
57370,-0.48453199999999996
58026,-0.026890499999999998
58033,-0.094300002
58483,-0.117046
58838,0.25
59133,-0.54377598
60663,-0.437435
60975,-0.123841
62945,-0.42086101
69075,-1.9404401000000002
81873,-0.41169399
5360,-0.43000001
19804,-0.050000000999999995
24426,0.26116999999999996
28777,0.37268901
48355,-0.079999998
65924,-0.83999997
94345,0.07
16133,-0.76999998
35206,0.0
63793,-0.54000002
2079,-0.44999999
19156,-0.54000002
72843,-0.19
93000,-0.47999999
40677,-0.28999999
55781,-0.25
58477,-0.1
25297,-0.1
41853,0.133158
9471,0.26575601
971,0.29017201
22343,0.17394
78050,0.056496002000000003
47078,0.158116
108256,-0.113345
17462,0.305859
99761,-0.091624297
78362,0.132383
41021,-0.43000001
17776,-0.11411500000000001
31678,0.20185301
96489,-0.33429399
41810,0.34121999
32583,0.093218803
97191,-0.13
22887,-0.43204099
85521,0.24577001
59954,0.31017601
39853,-0.37
95653,-0.36000001
87279,-0.31620699
28619,-0.23
87574,-2.0624298999999997
57231,0.240943
65453,-0.235
35741,-0.47
112097,-0.032116201000000004
58941,-0.31
78519,0.15472899
81231,-0.54000002
56840,-0.62161499
103427,-0.20701
18264,-0.16604000000000002
15847,-0.44
26956,-0.092828199
76754,-0.69999999
70644,-0.48191699
94872,0.026957299999999997
2856,-0.28183800000000003
32982,0.23644599
90339,-0.23
90030,0.33000001
102510,-0.47371301
101556,0.30486399
45590,0.146603
15218,-0.026802999999999997
57044,-0.34
63725,-2.4168501
93763,-0.064999998
21483,-0.059999999000000005
65476,0.33165500000000003
68644,0.127
47002,0.31830201
2237,0.12
38389,0.18649501
39304,0.21809299
68969,0.0648252
65474,0.27526501
6067,-0.10222
70679,-0.039999999
60076,0.244596
91875,0.23683800000000002
30401,-0.0099999998
100250,-0.22566599999999998
102156,-0.75972402
13701,-0.11
81682,0.17808101
33486,-0.119778
70463,-0.038410101
60687,0.17
61291,-0.958857
59013,0.33481899
33602,-0.74196899
39815,-0.16181999
68777,0.35238901
49712,0.247317
8613,0.00539076
35984,0.040873098999999996
9663,-0.1
94421,0.18000001
35813,0.16040701
49344,0.0237009
35061,-0.457959
78656,-0.37718099
104869,-0.0868126
39289,-0.092608698
24494,0.61788899
102297,-0.64865798
22040,0.29599601
26538,-0.19509500000000002
11055,0.07886750299999999
28441,0.21025500000000003
28686,-0.025896100000000002
40170,0.442496
3341,-0.50921297
12186,0.034070201
27262,-0.43563101
33009,-0.39021701
36008,0.162109
64908,-0.72030002
70490,-0.39303601
5209,-1.14517
17079,-0.039999999
10195,0.38945201
25257,-0.44518199999999997
36357,-0.34610599
92408,0.084110104
33226,-0.78917199
72535,-0.51679403
73455,0.0293184
101800,-0.24143699999999998
641,-0.28462499
11937,-0.53172302
19299,-1.2611700000000001
37464,0.42228499
39052,-0.09977260199999999
43130,0.17
66436,-0.32666099
90589,0.057615600999999995
1765,-0.14911300000000002
2208,-0.687994
7991,0.41242999
95043,-0.37373501
95302,0.39621499
101521,-0.699108
4897,-0.16584000000000002
29124,-0.0414721
70538,-0.110355
21272,-0.7299720000000001
24736,-0.09709980300000001
61172,-0.26533201
92346,-0.39470801
94414,-0.075165302
3628,0.37474501
5101,0.109146
18664,-0.45310500000000004
42490,0.052000001
66234,-0.103727
78833,-0.815431
91478,-1.05396
26975,0.023297399
37672,-1.32075
86782,0.20200001
6981,-0.28087601
7335,-0.69668698
7524,0.24122600000000002
24633,0.102496
39219,0.052000001
80756,0.14586601
7822,-0.122
29237,-0.059000000000000004
41532,-0.43243501
56927,0.070878603
59026,-0.20844001
89223,-0.24604099999999998
6598,0.130375
74512,-0.30262601
6588,0.17054901
12386,0.400475
29320,0.097125001
10411,-0.15100101
26034,0.19331899
31673,0.146899
35300,0.26250100000000004
56505,0.160321
69580,0.039972499
6828,0.31836301
25543,-0.35993499
23485,-0.27459699
28754,-0.12111500000000001
31645,0.060871601
34023,-0.39005801
34659,-0.34297401
37041,-0.09237720099999999
43596,0.041675299
49156,-0.242865
49934,-0.057629399000000005
51142,-0.50999999
87763,0.085498802
33076,0.35572299
4526,-0.17893599999999998
25943,-0.059261698
54771,-0.269559
79888,0.0075324499
100062,-0.26832601
71697,0.0136785
76783,-0.0052875201
6031,0.165498
35280,0.27336001
35516,-0.0071515501
51733,-0.163184
85812,-0.81050801
100241,0.13067301
23866,-0.41954201
59960,-0.0445945
81612,-0.57241398
7483,-0.380925
59815,-0.28617901
65553,-0.028557699
89870,-0.56
36636,-0.65203798
39744,-0.115021
69303,-0.17734
70285,-1.57702
78200,-0.16678099
83601,0.323255
90938,0.30858701
1377,0.010013600000000001
13877,0.048661299000000005
56907,0.346138
58958,0.071794003
70451,0.032435499
76315,-0.039184999
81974,0.23562399999999997
88268,-0.167016
95852,-0.19692799
96295,-0.09619530300000001
949,-0.68830502
1362,0.22607499
15614,-0.118377
16032,-0.426961
29463,-0.75999999
35330,-1.2064198999999998
38059,-0.120247
41675,-0.30680999
45971,-0.61374301
50223,-0.13406400000000002
50421,0.25546601
52136,0.060306899000000004
66323,-0.038685702
79170,-0.15016299
79825,-1.0644798999999998
2107,-0.097368501
4574,-0.12909099
5638,-0.13042501
15380,-0.10413800000000001
15738,-0.11504
25062,-0.34996501
25759,-0.27496001
30609,-1.30045
36091,-0.18639
40943,-1.39047
48819,-0.06728830200000001
55616,-0.43949601
56244,-0.214673
56782,0.185068
61966,-0.24069200000000002
84979,-0.80302399
87396,-0.37235501
91715,-0.44437200000000004
95154,0.41870799999999997
6871,-0.41932401
13954,-0.41780099
15574,-0.35191801
22572,-0.16278499
33705,0.081314303
53028,0.283885
53531,-0.34149501
54178,-0.64356101
66507,0.023316099999999996
87239,-0.156914
1139,0.30985799
3938,-0.20226599
10432,0.29655001
15518,-0.65147102
16226,-0.34880501
29354,0.486904
29573,0.15256
39913,-0.77697903
52465,0.025919099999999997
70545,-0.77049899
70757,0.37698099
72617,0.296729
78135,-0.10514000000000001
80658,0.024089298999999998
83300,0.0125836
90993,-0.43173599
1252,-0.089625798
14802,-0.30057901
21490,-0.151095
44371,0.24342801
97642,0.28034499
17006,0.39199501
24016,0.075486302
26765,0.16435
27032,-0.52999997
51192,0.12
81689,0.19757099
94522,-0.042450300999999996
1524,-0.44999999
20183,0.10292799999999999
28598,-0.51370698
29359,0.11116600000000001
34074,-0.67408597
41863,-0.47491199
45745,0.32832801
46830,0.0180452
84476,0.124252
90327,-0.08681389699999999
93167,-1.10075
95518,-0.29579499
95522,0.041470598
146,0.018166798999999997
2656,0.119271
6785,-0.306182
9363,-0.1095
13251,-0.16091
61500,0.04558210099999999
76176,0.20959299999999997
80933,-0.063115299
87524,0.343647
88114,0.029016200000000002
13077,-0.519292
13207,-0.24454499999999998
30947,-0.29493800000000003
36454,-0.60999203
48812,-0.57999998
49687,-0.39811501
51944,0.29003301
58996,0.198204
69043,0.0042405701
69858,-0.034996301
73679,-0.31950501
78080,-0.25005999
79415,-0.028518599999999998
84121,0.153749
90975,0.153754
51,0.031686399
2734,0.0230898
3205,-0.79272598
4137,-1.3422
9333,-0.39763001
10324,0.08524219699999999
10648,-0.13872400000000001
11892,0.27928701
11969,-0.47457200000000005
15057,-0.11890899999999999
18559,0.048193701
26980,0.30666599
28363,-0.36194
30275,-0.155651
30306,-0.037652701000000004
39725,-0.9208290000000001
40850,0.10350799999999999
41654,0.0474139
43248,-0.163831
45065,0.385169
47505,0.00192692
48820,0.08263669900000001
52506,-0.26509601
57503,-0.20050099
57840,0.40069199
58750,-0.264586
60073,-0.528853
60197,0.018336198999999997
60563,0.43951899
61064,-0.023440201
63009,-0.26129499
63723,0.37188599
70946,0.41717899
72367,0.13908800000000002
72626,-0.43197501
73674,-0.20851
84682,-0.379208
85309,-0.38651901
86657,0.31045899
89174,-0.28717199
90601,-0.063654497
92136,-0.26310501
9518,-0.56999999
11327,-0.139281
14152,-0.456321
15256,0.071073703
16110,-0.184975
17921,0.021465201
18384,-0.37865099
19518,-0.32686701
20823,-0.313261
21422,0.035264101
25123,0.011473100000000002
28002,-0.376607
31124,-0.81891203
31405,-0.29913801
33102,0.504915
37719,-0.12383800000000002
41259,0.19778199
46176,-0.21409801
53616,0.42861899999999997
55546,0.16478699
57534,-0.39396501
58344,-0.10673800000000001
64337,0.33153301
69003,-1.52535
77379,0.196393
79827,0.30000001
92839,0.12180999999999999
975,-0.48252001
5707,-0.1119
10071,-0.429151
15079,-1.0695601000000001
15727,-0.44083199
17693,-1.16715
18811,0.092329502
20031,0.17688800000000002
23237,-1.08779
32762,0.18435299
37927,0.360383
41599,-0.38758901
44966,-0.07096569999999999
45195,0.22446999999999998
49379,0.30966899
56660,0.182153
61302,0.0109414
69525,-1.18615
80542,0.024549801
84895,0.36961299
87504,0.15387399
88445,0.081721798
89698,0.27941099
1742,-0.17288599999999998
1892,-0.23847499
4344,0.055914099999999994
7366,0.23789699
9084,-0.47846499
13969,0.25790301
17228,-0.32104099
32477,0.38343501
33864,0.41408601
37375,-0.610201
45044,0.13425399
51063,-0.160843
64991,0.100102
66731,0.114626
67305,-0.069485798
74458,-0.44244599
77901,-0.51124901
83456,-0.30877501
9198,-1.1382700000000001
23187,-0.25816500000000003
30913,-0.25392899
36606,-0.19237
37628,0.034384198
46322,-0.139827
52534,-0.78337997
62872,-0.59436703
85204,-1.03319
92857,0.035107899
95908,-0.453668
2819,-0.023229998999999998
8004,-0.43270701
27042,-0.25
51548,0.154211
23891,-1.12
32157,-0.376598
43902,0.308741
17620,-0.13
85073,-0.75
7221,-0.67000002
24482,-0.36000001
26445,-1.1
40842,-0.41
55340,-0.14
84387,-1.04
68773,-0.059999999000000005
78170,-0.235
78455,0.25
4037,-0.47
33064,0.0
43523,-0.83999997
57524,-0.81
74194,-0.23
76163,-0.70999998
37804,-0.405
14302,-0.76999998
45459,-0.41
69440,0.021260001
796,-0.47
17861,0.5
80561,-0.27000001
87150,0.25
52967,0.40000001
63503,-0.94999999
68119,-0.36000001
78410,-0.44
7013,0.20999999
27896,-0.67000002
30411,-0.23999999
40034,-0.75
43431,-0.38
46771,-0.75
53876,-0.68000001
55704,0.18000001
56810,-0.75
61823,-0.27000001
82193,-0.38
87156,-0.56999999
3842,-0.47
14220,-0.28
19480,-0.60000002
21629,-1.37
21632,-0.50999999
23012,-0.2
29158,-0.91000003
43501,-1.01
48120,-0.46000001
48674,-1.1
67224,-0.44999999
74459,-0.34999999
84955,-1.04
13705,-0.69999999
21339,-0.49000001
31129,-0.73000002
50037,0.0
51207,0.029999999
82640,-0.19
7804,-0.50999999
28978,-0.23
29586,-0.47
32818,-0.43000001
34510,-0.46000001
43706,0.28999999
45602,-0.80000001
53360,0.23
55975,-0.46000001
60028,-0.25999999
63547,-0.34
64752,0.17
68227,-0.73000002
68777,-0.23
72738,0.050000000999999995
73288,-0.85000002
82058,-2.1099999
84460,-0.66000003
946,-0.22
1492,-0.47
2024,-0.31
3743,-0.61000001
3984,-0.55000001
9068,-0.74000001
9214,-0.31999999
9700,-0.40000001
10325,-1.9299998999999999
14224,-0.74000001
18314,-0.69
21221,-0.57999998
22863,-0.51999998
27218,0.13
28187,0.079999998
35591,-0.64999998
36710,-0.47999999
36947,0.0
37185,-0.56
38414,0.050000000999999995
38618,-0.25
38753,0.25
42205,-0.85000002
43826,-0.55000001
49945,-0.75999999
50175,-0.94999999
51048,-0.07
51916,0.18000001
52599,-0.48500001
53143,-0.60000002
53399,-0.050000000999999995
54455,-0.09000000400000001
55354,-0.319736
55943,-0.19
56465,-0.69
57046,-1.11
57635,-0.63
57781,-0.40000001
60000,-0.67000002
60375,-1.5740401000000002
60490,-0.99000001
61501,-0.09000000400000001
61932,0.25
64143,-0.41999999
65736,-0.62
65965,-0.56
66334,-0.20999999
66898,0.050000000999999995
67136,-0.57999998
67224,-0.23
70080,0.50999999
70360,-0.050000000999999995
70521,-0.28
70726,-0.079999998
70893,-0.13
70925,-0.20999999
71576,-0.36000001
71780,-0.17
72769,-0.47
74570,0.25
74901,-0.25
75796,-0.23999999
75991,-0.34999999
76194,-0.80000001
79172,-0.50999999
79337,-0.47
81685,0.25999999
81929,-0.27000001
82673,-0.55000001
84148,-0.47128299
84187,0.15000001
84847,-0.15000001
85243,-0.25
86974,-0.0099999998
87442,-0.67000002
87662,-0.70999998
87881,0.050000000999999995
87944,-0.34
88274,-0.52999997
388,-0.11
3918,0.14
4267,-0.86000001
4923,-1.02
4942,-0.28999999
8606,-0.81999999
8741,-0.38999999
8952,-0.27000001
8964,-0.44999999
9143,0.17
9758,-0.43000001
11536,-1.0599999
12646,-0.94
12730,-0.38999999
14628,-0.34
14783,-1.05
16081,-0.24409799
17005,-0.58999997
17183,-0.31
18273,-0.050000000999999995
18396,-0.25
19217,-1.4299998999999999
20481,-0.82999998
21620,-0.46000001
21815,-0.52999997
21980,-0.67000002
22715,-0.66000003
23366,-0.49000001
23649,-1.04
24421,-0.92000002
24618,-0.09000000400000001
27137,-0.51999998
27804,0.0
28927,-0.83999997
28929,-0.49597299
28946,-0.52999997
29261,-0.69
30656,-1.49
31396,-1.4400001
31408,-0.44999999
31487,-0.27000001
31791,0.08500000099999999
32327,0.0
34378,-0.40000001
35282,-1.03
37172,-0.34999999
37872,0.22
37987,-0.64499998
38415,-0.40000001
39301,-0.47999999
39664,-0.54000002
40921,-1.26
42250,-0.36000001
42269,0.07
42947,-0.039999999
43559,0.0
43661,-0.34
46551,0.25
47191,-0.37
47670,-0.73000002
48049,-0.54000002
48101,-0.40000001
48356,-0.54000002
50669,-0.60000002
50766,-0.43000001
51041,-0.039999999
51971,-0.36000001
52325,0.15000001
52443,0.0099999998
52884,-0.56
53063,-0.47
53708,-0.09000000400000001
53869,-0.18000001
54496,-0.60000002
55289,-0.57999998
56737,0.1
57207,-0.2
59620,-0.44999999
60359,0.11
63291,-1.46
63364,0.0
63636,-0.67000002
64781,-0.28999999
65106,-0.83999997
65826,-1.0700001000000001
65903,-1.0
66288,-0.88
67509,-0.49000001
73339,-0.77999997
73507,-0.02
74208,-0.21213099
74434,-0.75
75030,-0.61000001
76943,-0.30000001
77080,-0.079999998
78499,0.5
79378,-0.1
79983,-0.38999999
80053,-0.5
80094,-0.38
80165,-1.87
80726,-0.059999999000000005
80849,-0.029999999
81550,0.0
82266,-0.97000003
82285,-0.28999999
82783,-0.31999999
82833,-0.33000001
82879,-0.23
83714,-0.47999999
83935,-0.25
84987,-1.21
85272,-0.30209899
85571,-0.81
85883,-0.58999997
86023,-0.51999998
86081,-0.0099999998
86974,-0.57999998
87035,-0.11
89024,-0.34
89126,-0.66000003
683,-0.02
1878,0.059999999000000005
2468,-0.81999999
2873,-0.50999999
4145,-0.28
4645,-0.61000001
6650,-0.050000000999999995
7266,-0.23
8121,-1.99
9242,-1.52
9658,-1.09
9663,-0.61524099
10383,-0.30000001
10466,-0.51999998
10913,-0.38999999
12565,-0.23999999
13431,-0.50999999
14519,-0.16
14528,-0.23
14743,-0.41999999
15455,-0.18000001
15684,-0.88999999
16487,-0.81999999
16860,-0.17
17659,-0.74000001
18025,-0.31999999
18810,-0.17
19323,-0.72000003
20073,-0.56
20713,-0.47
21198,-0.34999999
22527,-0.57499999
22765,-0.48648500000000006
23028,-0.482099
23313,-1.02
23687,-0.121803
26844,-0.28
27610,-0.0099999998
29333,-0.62
29548,0.14
30147,-0.73000002
32033,-0.43000001
32423,-0.54000002
32675,-1.265
35860,-0.22
37849,0.059999999000000005
38574,-0.94999999
38935,-0.73192501
38989,-0.75
39203,-0.76499999
40345,-0.75
42578,-0.23999999
42882,-0.30000001
43919,-0.82999998
44737,-0.54000002
48414,-0.079999998
49283,-0.87
50282,0.039999999
51116,-0.14540999999999998
51472,-0.88999999
51739,-0.16
51895,-0.54000002
52466,-0.76999998
52776,-1.28
53265,0.0
53414,-0.059999999000000005
53580,-0.34999999
53678,-0.38999999
53981,0.39307600000000004
54063,-0.46392
54285,0.29860601
54447,-0.9550280000000001
54705,0.0
54754,0.43192700000000006
54974,-0.31
55099,-0.25
55307,0.0721936
55593,-0.242835
56179,0.357342
56488,-0.18918499
56535,0.0
56652,-0.347974
56764,-0.80000001
56855,-0.28117999
56962,0.0
57139,0.16
57381,-0.20006400000000002
57386,-0.422721
57443,0.0094167097
57607,-0.12912300000000002
57613,0.35202101
57910,-0.58417201
57927,-0.52999997
57990,-0.221259
58205,-0.088311203
58842,-1.03
58854,-0.31901199
59235,-0.122195
59283,-0.221104
59434,-0.27011799999999997
59823,-0.042456999
60011,-0.36000001
60104,-0.22621599999999997
60319,-0.32364299999999996
60385,0.064372197
60625,0.080861703
60930,-0.53168601
60946,-0.85005897
61141,0.049382899
61307,-0.30135301
61323,-0.24617199999999997
61612,0.28
61733,0.207727
61794,-0.018156599
61915,0.049942799
62326,0.15000001
62336,-0.46612799
62546,-0.122179
62751,-0.81
62788,-0.56130099
62940,-0.79000002
63067,0.0
63219,-0.34
63374,-0.769494
63515,-0.62
63518,-0.62421
63569,-0.32178301
63974,-0.31082299
63985,-0.17388099
64035,0.0090506896
64176,-0.9151239999999999
64212,0.173049
64327,0.25
64349,0.29133001
64384,-0.19495
64571,-0.335675
64637,-0.41999999
64687,0.350247
64773,-0.029955700000000002
64856,-0.64999998
65232,0.072436497
65233,0.061172899
65366,-0.228008
65412,-0.28495899
65631,0.0191909
65971,-0.73846298
65994,-0.070491798
65999,-0.447346
66048,-0.17813199999999998
66193,-0.37160701
66360,-0.1
66437,-0.170059
66660,-0.066520996
66835,-0.50999999
66987,0.0
67104,-0.269568
67128,0.18000001
67244,-0.47
67301,-0.075551502
67925,-0.09167529599999999
68080,-0.16580801
68125,-0.85000002
68683,-0.44999999
68829,-1.4468
68915,-0.53382802
68926,-0.072224803
68954,-0.209986
69012,-0.12
69263,-0.15071400000000001
69361,-0.41999999
69759,-0.22972399999999998
69790,-0.28999999
69875,-0.19015899
69877,-0.33000001
70172,-0.25
70263,0.26710701
70352,0.22765900000000003
70421,-0.34
70857,-0.16500001
71004,0.043017599999999996
71427,-0.147291
71909,-0.27000001
71976,0.23108301
72111,0.19
72812,-0.375747
73257,-0.28999999
73291,0.39829499
73381,-0.167505
73718,-0.5
74286,-0.32459199
74395,0.26769999
74683,-0.45280200000000004
74719,0.111475
74799,0.18000001
74942,-0.352588
75157,-0.24214099
75354,-0.44497001
75498,-0.21299200000000001
75787,0.22784001
75832,-0.25999999
76008,-0.21176501
76223,-1.1609499
76308,-1.1799998999999999
77048,0.187025
77611,-0.13176499
77832,-0.81
77900,0.27133799
78161,-0.43000001
78955,-0.025695999999999997
78960,-0.119736
79042,-0.43504801
79219,-0.09812130000000001
79326,-0.26811901
79934,-0.269986
80042,0.039978001
80338,-0.50999999
80340,0.35657001
80558,-0.17263
80976,-0.039999999
81033,-0.56999999
81079,-0.430857
81208,-0.02
81216,-0.183834
81319,0.059999999000000005
82704,-1.0
82810,0.299496
82817,-0.39805999
82902,0.055367399000000005
82906,-0.61000001
83366,0.11
84032,-0.77999997
84467,-0.30931699
84518,-0.46000001
84680,0.050046802
84783,-0.252119
84855,-0.46000001
85082,-0.51742101
85615,-0.72388703
86054,0.37138799
86103,0.28249699
86126,-0.42168599
86292,-0.56999999
86502,-0.30754399
86540,-0.23
86656,-0.77999997
907,-0.368954
1346,-0.129329
1921,0.22790100000000002
1976,0.438155
2094,-0.31
2566,-0.129802
2864,0.344886
2955,-1.0700001000000001
3222,0.13184801
3542,-0.28817701
3818,0.2
4566,-0.16966900000000001
5258,-0.52999997
5359,-0.02
5417,-0.37693599
5423,0.033420298
5553,-0.43000001
5636,-0.62773103
5868,-1.04
6788,0.5
7072,0.160255
7192,-0.58743101
7326,-0.13
7815,-0.74266797
7960,-0.37
7992,-0.12420999999999999
8064,-0.34678000000000003
8396,-0.30000001
8649,-0.63207799
8735,-0.67246097
8875,-0.96227002
9156,-0.24582399
9191,0.215679
9411,-0.165402
9823,-0.045332900999999995
10106,-0.41
10110,-0.140908
10474,-0.26633
10612,-0.0311675
11185,-0.1
11193,-0.50999999
11194,0.23
11294,-1.4305700000000001
11552,-0.289599
11556,-0.047520701
11623,-0.50999999
11700,-0.46431699
11910,-0.05225930000000001
11938,-0.09000000400000001
12898,-0.059096000999999995
13197,-0.50999999
13279,-0.377141
13597,-0.239161
14033,-1.78
14232,-0.52999997
14600,0.09513869900000001
14905,-0.56
14911,-0.63999999
15220,-0.0063486798
15284,-0.10936300000000002
15906,-0.81
17175,-0.14214000000000002
17801,-0.73000002
18093,-0.94
18183,-0.25999999
18184,0.07813449900000001
19073,-0.41692501
19265,-0.73000002
19721,-0.51878703
19777,-0.55671197
21475,-0.25
21674,-0.47
21820,-0.46000001
22610,-0.5
22743,-0.52999997
23125,-0.029999999
24214,-0.039999999
24258,0.07
24512,-0.23999999
24548,-0.28999999
24921,-0.38985801
24970,-0.56
25290,-0.47
25793,0.284704
25794,0.093646102
25932,-0.30500001
26129,-0.19
26620,0.5425300000000001
26710,-1.0601798999999998
27349,-1.05
28814,-0.21334
29497,0.40654901
29721,-1.0
29757,-0.91000003
30502,0.16
31162,-0.44999999
31604,-0.34999999
34359,0.174725
35331,-0.34
36331,-0.044590902
37997,-0.41999999
38766,-0.34999999
39190,-0.55957502
39287,-0.44999999
39402,-0.41677099
39543,-0.0099999998
